listing_id,seller_id,category,make,year,condition,hours_used,asking_price,region,list_date,views,bids,inquiries,sold,days_on_market,final_price
L000232,S0338,Excavators,Terex,2022,Good,3407.0,73900,Southwest,2023-07-18,31,1,4,1,28,67400.0
L000233,S0278,Bulldozers,,1998,Excellent,6573.0,14100,Southeast,2023-09-07,10,2,0,1,9,14000.0
L000234,S0087,Bulldozers,Case CE,2002,Good,6591.0,12600,Midwest,2021-05-06,23,3,1,0,72,
L000235,S0654,Compactors,Komatsu,2005,Good,5704.0,5900,Mid-Atlantic,2023-04-05,19,2,2,0,74,
L000236,S0574,Wheel Loaders,Caterpillar,2001,Excellent,6348.0,18000,Midwest,2023-10-14,16,2,1,0,80,
L000237,S0659,Forklifts,Hitachi,2016,Fair,6203.0,6200,Northeast,2022-04-29,12,1,0,1,4,5200.0
L000238,S0344,Backhoes,JCB,2002,Good,5250.0,5700,Great Plains,2023-04-10,6,1,1,1,1,5200.0
L000239,S0247,Bulldozers,Komatsu,2002,Excellent,6867.0,16700,Southwest,2023-11-28,19,1,3,1,55,16600.0
L000240,S0521,Backhoes,Volvo CE,2021,Fair,5564.0,30900,Southwest,2021-10-28,7,2,1,1,36,24400.0
L000241,S0623,Aerial Work Platforms,JCB,2013,Fair,3660.0,4000,Southeast,2021-02-01,25,2,,1,18,3500.0
L000242,S0241,Excavators,Terex,2019,Good,4952.0,44000,Pacific Northwest,2023-01-18,10,0,0,0,90,
L000243,S0444,Wheel Loaders,Liebherr,2015,Good,3931.0,22200,Southeast,2021-01-05,17,4,1,0,35,
L000244,S0476,Aerial Work Platforms,JCB,2008,Good,3645.0,5000,Southwest,2023-02-10,10,2,0,0,101,
L000245,S0373,Aerial Work Platforms,Doosan,2014,Good,3734.0,6500,Southeast,2021-10-22,24,5,5,1,3,5900.0
L000246,S0560,Excavators,Doosan,2000,Fair,6165.0,12000,Midwest,2021-06-22,22,4,0,0,76,
L000247,S0048,Excavators,Terex,2015,Good,4954.0,30300,Great Plains,2021-12-17,11,5,1,0,126,
L000248,S0331,Excavators,Case CE,2001,Good,4486.0,11400,West Coast,2022-01-05,20,3,2,1,8,10300.0
L000249,S0544,Aerial Work Platforms,Komatsu,2016,Poor,3315.0,6400,Southeast,2022-04-04,6,0,0,1,25,4800.0
L000250,S0598,Excavators,JCB,2006,Fair,7180.0,7700,Pacific Northwest,2022-12-17,7,1,0,0,78,
L000251,S0278,Cranes,Komatsu,2002,Good,6619.0,30300,Mountain West,2022-11-03,5,0,0,0,34,
L000252,S0180,Skid Steers,JCB,2001,Fair,,4000,Pacific Northwest,2021-11-23,11,2,1,1,1,3300.0
L000253,S0292,Excavators,Terex,2013,Fair,3584.0,10500,Mountain West,2021-06-26,16,2,0,0,142,
L000254,S0789,Forklifts,Volvo CE,2007,Good,8560.0,3700,Mountain West,2023-03-17,19,1,4,0,10,
L000255,S0220,Wheel Loaders,Hitachi,2006,Fair,6220.0,9700,West Coast,2023-01-20,15,2,3,1,6,8100.0
L000256,S0483,Skid Steers,Hitachi,2013,Good,,4200,Southwest,2021-01-31,29,7,0,1,14,3800.0
L000257,S0641,Wheel Loaders,Komatsu,2017,Fair,4872.0,30200,Midwest,2022-11-18,26,3,4,1,16,27100.0
L000258,S0004,Compactors,John Deere,2019,Poor,3808.0,11700,Northeast,2023-07-06,27,3,1,1,8,8700.0
L000259,S0474,Forklifts,Case CE,2023,Good,6410.0,19400,Southeast,2021-08-03,9,2,1,0,197,
L000260,S0770,Wheel Loaders,Caterpillar,2014,Fair,7298.0,14000,West Coast,2022-06-27,23,3,2,0,50,
L000261,S0716,Excavators,John Deere,2015,Fair,4716.0,20800,Pacific Northwest,2023-04-10,18,1,3,1,1,16700.0
L000262,S0469,Bulldozers,Hitachi,2012,Fair,6815.0,11000,Northeast,2021-11-04,19,2,4,0,63,
L000263,S0204,Wheel Loaders,Terex,2017,Fair,3919.0,25700,Great Plains,2021-05-30,17,1,3,0,77,
L000264,S0779,Skid Steers,Caterpillar,2006,Excellent,4219.0,5800,Southeast,2023-12-07,19,2,0,1,43,5600.0
L000265,S0415,Skid Steers,Liebherr,2003,Fair,4333.0,3800,Mountain West,2021-12-23,13,7,1,0,1,
L000266,S0441,Bulldozers,Komatsu,2003,Fair,5288.0,11400,Great Plains,2021-05-29,17,2,0,1,24,9500.0
L000267,S0581,Forklifts,,2008,Fair,8544.0,2400,Great Plains,2021-10-12,16,5,1,1,34,2100.0
L000268,S0039,Forklifts,Case CE,2022,Fair,7922.0,12500,West Coast,2022-11-02,24,2,3,0,28,
L000269,S0356,Skid Steers,Liebherr,2017,Excellent,,15700,Mid-Atlantic,2023-03-26,17,3,2,0,15,
L000270,S0133,Bulldozers,Caterpillar,2000,Good,6729.0,16900,Pacific Northwest,2023-07-25,10,0,1,0,101,
L000271,S0574,Wheel Loaders,Hitachi,2020,Fair,5801.0,39700,Mountain West,2021-03-22,21,2,0,1,10,32400.0
L000272,S0090,Wheel Loaders,,2009,Poor,3542.0,5400,Northeast,2023-12-31,17,1,2,1,2,3400.0
L000273,S0196,Cranes,Komatsu,2012,Good,5792.0,29600,Great Plains,2022-07-04,8,2,0,0,34,
L000274,S0248,Bulldozers,Caterpillar,2004,Good,7582.0,13400,Southwest,2022-04-27,18,7,1,0,98,
L000275,S0338,Bulldozers,Terex,2022,Fair,5908.0,58000,Midwest,2023-05-31,13,1,0,1,6,50700.0
L000276,S0305,Excavators,Liebherr,2019,Fair,5318.0,51100,Midwest,2022-08-15,20,2,1,1,35,41600.0
L000277,S0423,Compactors,Caterpillar,2015,Fair,4861.0,10800,Midwest,2021-02-03,28,3,3,1,23,8700.0
L000278,S0512,Wheel Loaders,Case CE,2019,Excellent,4528.0,70300,West Coast,2021-11-21,12,2,0,0,146,
L000279,S0685,Wheel Loaders,Terex,2012,Fair,5252.0,9200,West Coast,2021-09-17,20,3,2,1,37,7300.0
L000280,S0137,Bulldozers,Terex,2005,Fair,5945.0,11000,Great Plains,2021-03-19,7,0,1,0,74,
L000281,S0624,Wheel Loaders,JCB,2019,Fair,4054.0,34100,West Coast,2022-11-09,19,2,1,1,1,29100.0
L000282,S0746,Forklifts,Terex,2006,Fair,6454.0,2500,Mountain West,2021-03-11,22,4,2,0,93,
L000283,S0304,Motor Graders,Caterpillar,2012,Good,4319.0,16400,West Coast,2022-04-16,12,2,3,0,13,
L000284,S0013,Bulldozers,John Deere,2013,Poor,7890.0,7400,West Coast,2023-06-07,10,1,0,0,36,
L000285,S0045,Cranes,Doosan,2017,Fair,2968.0,62800,Midwest,2022-05-29,13,5,0,0,41,
L000286,S0551,Wheel Loaders,John Deere,2000,Good,4863.0,10200,Pacific Northwest,2023-11-06,8,3,1,0,53,
L000287,S0113,Excavators,Doosan,2002,Poor,7461.0,6500,West Coast,2022-08-21,11,1,0,1,49,4600.0
L000288,S0146,Backhoes,John Deere,2000,Poor,8489.0,3400,Northeast,2021-09-24,13,2,1,1,159,2300.0
L000289,S0241,Bulldozers,Volvo CE,1999,Fair,8058.0,10200,Great Plains,2022-09-03,20,4,0,0,16,
L000290,S0528,Bulldozers,Volvo CE,1999,Good,,15500,Southwest,2022-11-23,16,1,3,0,90,
L000291,S0209,Excavators,Hitachi,2001,Good,5117.0,10600,Southeast,2023-11-15,10,0,0,1,28,10200.0
L000292,S0231,Bulldozers,Case CE,2000,Good,8263.0,12100,Midwest,2021-05-16,23,1,0,1,97,11000.0
L000293,S0369,Cranes,Case CE,2006,Good,4798.0,21200,Mountain West,2021-06-22,10,0,0,1,1,19700.0
L000294,S0456,Cranes,Volvo CE,2020,Good,1514.0,101900,West Coast,2022-08-04,13,1,2,0,147,
L000295,S0192,Compactors,JCB,2019,Good,3048.0,31200,Southeast,2022-12-12,27,3,4,1,8,27800.0
L000296,S0069,Excavators,Volvo CE,2023,Good,5530.0,97800,Southeast,2023-07-15,12,1,1,1,1,91300.0
L000297,S0293,Wheel Loaders,Caterpillar,2009,Poor,,6000,West Coast,2023-11-06,15,1,1,0,20,
L000298,S0144,Skid Steers,Hitachi,2021,Good,,20200,Mid-Atlantic,2023-07-27,14,2,2,1,3,19200.0
L000299,S0584,Backhoes,,2006,Good,3834.0,6300,Southeast,2021-03-15,21,1,3,1,34,5600.0
L000300,S0124,Excavators,Liebherr,2016,Good,3907.0,31500,Northeast,2023-06-23,14,0,0,0,24,
L000301,S0778,Bulldozers,Volvo CE,2009,Excellent,6687.0,20100,Mountain West,2021-07-07,21,0,3,0,14,
L000302,S0375,Wheel Loaders,Volvo CE,2013,Fair,3921.0,9300,Northeast,2023-01-02,31,2,3,1,5,7500.0
L000303,S0145,Excavators,Caterpillar,2023,Good,5271.0,77900,Southwest,2022-01-02,20,2,0,0,10,
L000304,S0237,Motor Graders,Case CE,2020,Fair,3316.0,58600,Mountain West,2022-04-27,10,2,1,1,58,50600.0
L000305,S0740,Excavators,Caterpillar,2022,Fair,3853.0,80400,Mountain West,2023-04-03,22,2,0,0,25,
L000306,S0134,Compactors,,1998,Good,6083.0,5800,Great Plains,2023-07-06,4,1,1,1,12,5400.0
L000307,S0418,Cranes,Volvo CE,2007,Good,6997.0,33000,Mid-Atlantic,2023-03-11,19,5,2,0,41,
L000308,S0171,Excavators,Volvo CE,2022,Good,5818.0,76000,Southeast,2023-09-06,19,0,0,0,104,
L000309,S0294,Excavators,Komatsu,2020,Good,4427.0,70900,Midwest,2022-02-06,13,0,3,1,7,65200.0
L000310,S0522,Skid Steers,Terex,2007,Good,5462.0,3700,Pacific Northwest,2022-01-18,17,3,1,0,151,
L000311,S0124,Excavators,Doosan,2001,Fair,6092.0,11500,Northeast,2021-02-23,9,3,0,1,17,9200.0
L000312,S0265,Forklifts,John Deere,2008,Good,8611.0,2900,West Coast,2023-07-15,19,2,3,0,7,
L000313,S0127,Motor Graders,Komatsu,2019,Good,6579.0,87000,Great Plains,2022-07-17,25,2,3,0,122,
L000314,S0353,Forklifts,Caterpillar,2008,Excellent,10110.0,4300,West Coast,2023-02-19,12,1,3,1,10,4400.0
L000315,S0075,Wheel Loaders,Case CE,2008,Fair,6075.0,7000,West Coast,2021-06-09,20,1,2,0,8,
L000316,S0392,Excavators,Terex,2019,Good,4022.0,51100,Southeast,2021-05-11,23,4,1,0,119,
L000317,S0357,Wheel Loaders,Hitachi,2003,Excellent,5854.0,15900,Northeast,2023-08-03,8,1,1,1,50,16200.0
L000318,S0621,Wheel Loaders,Doosan,2012,Fair,3879.0,8300,West Coast,2023-10-11,17,1,2,1,7,6600.0
L000319,S0735,Bulldozers,Volvo CE,1999,Good,5416.0,18100,Mountain West,2023-12-26,12,3,0,0,10,
L000320,S0007,Forklifts,Komatsu,2018,Good,6329.0,12900,Southwest,2023-10-06,15,1,2,0,2,
L000321,S0687,Wheel Loaders,Hitachi,2020,Good,4316.0,68300,Southeast,2023-02-27,14,2,3,0,8,
L000322,S0020,Excavators,Doosan,2019,Poor,4167.0,25700,Southwest,2021-11-04,5,1,1,0,68,
L000323,S0207,Cranes,Liebherr,2000,Good,3165.0,30600,Southwest,2023-06-13,19,3,0,0,27,
L000324,S0096,Forklifts,Doosan,2002,Good,,3300,Mountain West,2023-11-02,30,1,4,0,83,
L000325,S0754,Aerial Work Platforms,John Deere,2021,Poor,3307.0,14200,Southeast,2023-10-16,12,3,0,1,4,10500.0
L000326,S0614,Forklifts,Hitachi,2008,Good,5688.0,3200,Southwest,2021-11-12,21,1,1,1,34,2900.0
L000327,S0261,Bulldozers,Komatsu,2018,Fair,5849.0,40200,Southwest,2021-09-23,16,2,1,1,1,34500.0
L000328,S0058,Forklifts,John Deere,2009,Good,9053.0,3300,Northeast,2022-10-18,21,4,3,1,52,3100.0
L000329,S0534,Backhoes,JCB,2023,Excellent,3071.0,48600,Pacific Northwest,2023-11-24,20,3,1,1,13,48000.0
L000330,S0328,Skid Steers,Caterpillar,2000,Fair,4401.0,3300,Mountain West,2022-02-06,18,2,0,1,13,2800.0
L000331,S0611,Motor Graders,Doosan,2006,Poor,7388.0,8600,Midwest,2023-10-09,12,1,1,1,1,6000.0
L000332,S0458,Wheel Loaders,Hitachi,2000,Good,5390.0,12900,West Coast,2021-03-20,18,3,1,0,97,
L000333,S0629,Wheel Loaders,Komatsu,1999,Fair,4806.0,9800,Midwest,2023-12-26,12,2,1,0,19,
L000334,S0395,Cranes,John Deere,2003,Fair,4480.0,23000,Mountain West,2022-10-14,14,1,0,0,101,
L000335,S0738,Compactors,Volvo CE,2021,Good,2854.0,28100,Southeast,2023-12-10,16,2,1,0,94,
L000336,S0184,Cranes,Komatsu,2003,Fair,5737.0,27200,Southeast,2021-01-02,8,3,1,0,86,
L000337,S0668,Excavators,Case CE,2014,Good,4097.0,16700,Southeast,2023-03-28,19,0,0,1,26,14800.0
L000338,S0724,Compactors,Hitachi,2005,Good,5602.0,5500,Northeast,2022-01-17,19,3,1,1,52,5000.0
L000339,S0322,Skid Steers,JCB,1998,Good,5907.0,4400,Southeast,2022-05-02,11,0,2,0,110,
L000340,S0572,Wheel Loaders,Terex,2022,Fair,2846.0,47100,Southeast,2023-01-26,22,6,4,1,3,41200.0
L000341,S0764,Forklifts,Caterpillar,2005,Good,8771.0,4200,Midwest,2021-04-17,5,0,0,0,9,
L000342,S0572,Bulldozers,Case CE,2019,Fair,,40100,Mountain West,2022-07-06,11,3,2,0,19,
L000343,S0373,Backhoes,Liebherr,2012,Good,3443.0,8700,Southeast,2021-03-03,27,5,1,1,3,8300.0
L000344,S0215,Skid Steers,Liebherr,2015,Good,1885.0,8300,Southwest,2023-01-09,17,2,2,0,98,
L000345,S0029,Cranes,Caterpillar,2010,Fair,5873.0,24000,Southwest,2023-03-11,7,3,0,1,2,20000.0
L000346,S0254,Compactors,Komatsu,2022,Fair,3725.0,21600,Great Plains,2023-02-20,21,2,1,0,21,
L000347,S0282,Backhoes,Doosan,2005,Good,4673.0,6400,Southwest,2022-11-11,14,2,0,1,17,6100.0
L000348,S0476,Bulldozers,Liebherr,2017,Good,6025.0,52000,Northeast,2023-07-25,19,2,0,0,190,
L000349,S0379,Wheel Loaders,Caterpillar,2015,Poor,4477.0,14100,Midwest,2021-03-20,25,1,3,0,14,
L000350,S0541,Skid Steers,Case CE,2010,Excellent,6702.0,5900,West Coast,2021-03-04,8,0,1,1,94,5600.0
L000351,S0182,Wheel Loaders,Case CE,2011,Fair,6259.0,10200,Southeast,2021-09-13,10,1,,1,5,8300.0
L000352,S0150,Motor Graders,Liebherr,2012,Fair,7781.0,12900,Pacific Northwest,2021-12-10,12,1,1,0,54,
L000353,S0292,Skid Steers,Case CE,2003,Fair,3198.0,4400,Northeast,2022-07-27,20,1,1,0,1,
L000354,S0753,Compactors,JCB,1998,Poor,7499.0,3200,Southeast,2021-12-27,12,3,1,0,6,
L000355,S0219,Bulldozers,Komatsu,2004,Fair,5327.0,11100,Northeast,2022-12-03,11,1,1,1,11,9900.0
L000356,S0574,Wheel Loaders,Volvo CE,1998,Good,3854.0,11000,Northeast,2023-02-07,21,1,1,0,1,
L000357,S0434,Motor Graders,JCB,2012,Good,5408.0,14600,Midwest,2022-07-04,17,4,0,0,21,
L000358,S0348,Wheel Loaders,Liebherr,2003,Good,6663.0,14500,Midwest,2022-05-30,18,1,1,0,11,
L000359,S0491,Excavators,Doosan,2002,Excellent,5753.0,16800,Midwest,2022-01-09,20,1,2,0,98,
L000360,S0717,Compactors,Liebherr,2009,Poor,4425.0,3300,Southeast,2023-12-09,18,0,3,0,14,
L000361,S0363,Wheel Loaders,,2023,Excellent,2723.0,95700,Northeast,2023-03-17,12,0,1,1,32,96600.0
L000362,S0702,Bulldozers,Caterpillar,2000,Fair,6579.0,13900,Great Plains,2023-08-02,14,3,2,1,35,11900.0
L000363,S0492,Motor Graders,Hitachi,2019,Fair,5950.0,52100,Mid-Atlantic,2023-03-19,5,0,0,0,140,
L000364,S0292,Aerial Work Platforms,Case CE,2017,Fair,2993.0,10000,Mid-Atlantic,2022-02-06,6,1,0,0,214,
L000365,S0608,Motor Graders,Case CE,2011,Good,5911.0,19200,Northeast,2021-10-15,10,1,0,0,45,
L000366,S0626,Excavators,Terex,2003,Fair,5914.0,8100,West Coast,2022-12-24,8,1,3,0,99,
L000367,S0510,Excavators,Komatsu,2001,Good,6043.0,15700,Midwest,2022-08-26,29,3,1,0,177,
L000368,S0542,Forklifts,JCB,2012,Fair,,2900,Great Plains,2022-01-16,16,1,1,0,89,
L000369,S0717,Forklifts,Terex,2014,Good,8177.0,4300,Southwest,2022-05-21,23,0,,0,36,
L000370,S0152,Bulldozers,Volvo CE,2002,Poor,7922.0,6900,Midwest,2021-09-30,11,0,3,0,16,
L000371,S0456,Bulldozers,,2021,Good,4284.0,62400,Pacific Northwest,2023-12-27,14,0,0,0,1,
L000372,S0152,Excavators,Case CE,2003,Good,4375.0,12100,West Coast,2022-07-06,10,0,0,0,31,
L000373,S0360,Cranes,Hitachi,2007,Good,3861.0,21700,Southwest,2023-03-13,8,0,0,0,57,
L000374,S0685,Cranes,Liebherr,2006,Fair,4020.0,22900,Southeast,2022-04-01,17,3,0,0,30,
L000375,S0285,Excavators,JCB,2001,Fair,,11100,Southeast,2022-02-03,2,0,1,0,2,
L000376,S0403,Excavators,Terex,2023,Good,4602.0,62400,Midwest,2021-07-31,13,2,0,0,42,
L000377,S0278,Excavators,Liebherr,2006,Excellent,6256.0,16400,Great Plains,2022-11-28,23,6,2,0,267,
L000378,S0126,Excavators,John Deere,2005,Good,4266.0,14600,Pacific Northwest,2023-04-10,11,1,1,1,98,12900.0
L000379,S0384,Forklifts,Komatsu,2000,Good,6360.0,4300,Midwest,2021-12-03,23,0,1,0,13,
L000380,S0142,Wheel Loaders,Liebherr,2019,Good,3687.0,50700,Northeast,2022-06-18,23,3,2,0,181,
L000381,S0020,Wheel Loaders,Terex,2017,Good,5882.0,26100,Mountain West,2021-06-13,11,0,2,0,60,
L000382,S0285,Excavators,John Deere,1998,Fair,4049.0,8600,Southwest,2022-11-03,9,1,2,1,3,7400.0
L000383,S0254,Aerial Work Platforms,Volvo CE,2022,Good,3697.0,25400,Northeast,2022-01-18,19,1,2,1,12,23700.0
L000384,S0522,Skid Steers,John Deere,2017,Poor,3617.0,7100,Great Plains,2023-12-28,11,1,1,0,91,
L000385,S0113,Wheel Loaders,JCB,2002,Good,2053.0,12400,Midwest,2022-11-23,24,2,,0,78,
L000386,S0217,Motor Graders,Volvo CE,2000,Fair,6296.0,12000,Pacific Northwest,2023-09-17,20,7,1,0,92,
L000387,S0648,Wheel Loaders,Liebherr,2001,Fair,4820.0,10300,Southwest,2021-12-31,12,0,0,0,1,
L000388,S0580,Bulldozers,Liebherr,2022,Good,5373.0,75500,Midwest,2022-12-05,22,2,2,0,173,
L000389,S0558,Excavators,Terex,2020,Good,3839.0,55300,Great Plains,2023-03-08,27,0,5,1,32,50800.0
L000390,S0238,Forklifts,Hitachi,2021,Good,5694.0,16400,Southeast,2021-12-10,17,4,1,0,9,
L000391,S0673,Cranes,JCB,2016,Good,2785.0,65100,West Coast,2021-12-18,10,2,0,0,169,
L000392,S0544,Backhoes,Caterpillar,2012,Good,5360.0,6400,Southeast,2023-04-07,29,0,4,1,6,5900.0
L000393,S0481,Excavators,Doosan,2016,Good,2963.0,32200,Mid-Atlantic,2022-03-30,12,2,0,1,10,28900.0
L000394,S0064,Skid Steers,,2013,Good,,3700,West Coast,2022-04-01,20,1,3,1,67,3400.0
L000395,S0178,Skid Steers,Volvo CE,2020,Good,2369.0,16400,Southwest,2022-12-05,7,1,0,1,58,14500.0
L000396,S0462,Excavators,Case CE,2005,Good,5301.0,11600,Southwest,2023-12-21,14,4,0,1,15,10800.0
L000397,S0414,Motor Graders,JCB,2011,Excellent,4491.0,22100,Southeast,2023-01-28,13,2,1,0,52,
L000398,S0378,Excavators,Liebherr,2002,Excellent,5662.0,17800,Southwest,2021-07-29,9,1,,1,13,17100.0
L000399,S0311,Wheel Loaders,Volvo CE,1998,Fair,5255.0,7800,Great Plains,2022-04-03,19,3,1,0,317,
L000400,S0203,Wheel Loaders,Doosan,2016,Fair,3426.0,21600,Mountain West,2023-10-31,12,2,1,0,1,
L000401,S0454,Cranes,JCB,2002,Poor,4851.0,15900,West Coast,2021-08-06,16,1,0,0,88,
L000402,S0044,Bulldozers,Liebherr,2000,Excellent,6929.0,23900,Pacific Northwest,2023-03-13,7,2,0,0,84,
L000403,S0544,Backhoes,Hitachi,2014,Excellent,3531.0,11600,Northeast,2023-01-27,29,5,0,0,81,
L000404,S0105,Excavators,Hitachi,2004,Excellent,4501.0,16400,Southeast,2023-01-20,9,1,0,1,12,16600.0
L000405,S0562,Aerial Work Platforms,JCB,2014,Good,2360.0,6100,West Coast,2021-02-22,6,2,0,1,40,5600.0
L000406,S0502,Wheel Loaders,Liebherr,2023,Fair,3831.0,61200,Northeast,2023-09-30,34,8,3,0,22,
L000407,S0644,Skid Steers,Volvo CE,2010,Good,2962.0,4300,Southwest,2023-11-29,22,3,3,0,3,
L000408,S0293,Motor Graders,JCB,2019,Fair,4877.0,48700,Southeast,2022-06-23,14,1,0,1,19,40000.0
L000409,S0644,Excavators,Hitachi,2019,Fair,3506.0,33300,West Coast,2023-03-03,12,1,2,0,15,
L000410,S0055,Skid Steers,JCB,2011,Poor,3028.0,2000,Southwest,2022-10-27,4,0,0,0,67,
L000411,S0600,Wheel Loaders,JCB,2020,Excellent,3749.0,55900,Northeast,2021-02-02,10,1,0,1,8,55000.0
L000412,S0450,Forklifts,Komatsu,2009,Excellent,7368.0,4900,Midwest,2022-10-19,11,4,1,0,15,
L000413,S0307,Forklifts,Volvo CE,2008,Good,6247.0,3100,Southeast,2023-09-26,15,2,0,0,52,
L000414,S0291,Bulldozers,Case CE,1998,Excellent,5553.0,15900,Southwest,2022-08-12,12,1,0,1,2,15600.0
L000415,S0375,Bulldozers,Volvo CE,2000,Poor,,6100,Great Plains,2022-06-20,6,1,0,0,47,
L000416,S0475,Compactors,JCB,2009,Good,5382.0,5900,Southeast,2022-04-05,12,0,0,0,48,
L000417,S0662,Excavators,Doosan,2006,Good,3521.0,14300,Southwest,2021-01-16,20,5,3,0,94,
L000418,S0532,Forklifts,Caterpillar,1999,Good,7654.0,2900,Midwest,2022-02-02,26,4,,1,22,2800.0
L000419,S0748,Backhoes,JCB,2011,Good,,6400,Pacific Northwest,2022-09-20,17,3,1,1,36,6000.0
L000420,S0610,Excavators,Liebherr,2002,Good,4509.0,14400,Southeast,2021-09-03,12,1,1,0,27,
L000421,S0617,Excavators,Case CE,2000,Good,6527.0,15500,Midwest,2023-11-16,32,1,5,1,19,13600.0
L000422,S0377,Compactors,Caterpillar,2009,Fair,2108.0,4500,Southwest,2021-06-02,12,0,0,0,35,
L000423,S0503,Bulldozers,Doosan,2009,Poor,5871.0,8500,Midwest,2021-08-20,6,0,0,0,109,
L000424,S0299,Bulldozers,Hitachi,2018,Good,5575.0,45000,West Coast,2023-09-13,13,1,2,1,16,43600.0
L000425,S0216,Excavators,JCB,2004,Good,6310.0,14700,Southwest,2023-09-19,8,1,0,0,16,
L000426,S0769,Cranes,Doosan,1998,Excellent,4548.0,29700,Mountain West,2021-12-04,13,2,2,1,8,28700.0
L000427,S0107,Excavators,JCB,2000,Fair,,10000,Northeast,2021-04-07,19,2,4,1,30,8900.0
L000428,S0360,Bulldozers,Case CE,2008,Excellent,6842.0,18400,Southwest,2022-02-12,6,1,0,0,29,
L000429,S0353,Skid Steers,Caterpillar,2010,Poor,3036.0,2000,Southwest,2023-12-05,32,3,2,0,14,
L000430,S0142,Wheel Loaders,Liebherr,2019,Good,4228.0,36200,Midwest,2022-11-15,11,2,0,0,365,
L000431,S0742,Bulldozers,Caterpillar,2020,Good,4087.0,78900,Midwest,2022-04-29,13,0,,0,153,
L000432,S0423,Aerial Work Platforms,Volvo CE,2007,Good,3937.0,6000,Southeast,2022-07-06,24,3,3,1,27,5600.0
L000433,S0174,Compactors,Volvo CE,2016,Poor,2056.0,8400,Great Plains,2021-03-19,13,1,2,0,11,
L000434,S0203,Skid Steers,Doosan,2001,Good,3584.0,4600,Northeast,2021-06-26,22,3,2,0,9,
L000435,S0499,Bulldozers,Liebherr,2019,Good,,66600,Southwest,2023-01-16,23,2,1,1,22,63800.0
L000436,S0307,Skid Steers,JCB,2002,Excellent,4193.0,4900,Midwest,2022-03-07,20,0,2,1,11,4800.0
L000437,S0645,Excavators,Case CE,2008,Good,7435.0,12500,Northeast,2023-03-19,11,2,1,0,95,
L000438,S0709,Excavators,JCB,2006,Excellent,6775.0,15800,Great Plains,2022-09-22,35,5,1,1,17,16000.0
L000439,S0175,Wheel Loaders,JCB,2010,Fair,6931.0,6900,Great Plains,2021-06-30,19,4,0,0,64,
L000440,S0697,Bulldozers,Case CE,2014,Poor,5238.0,10100,Northeast,2022-10-29,24,2,1,1,9,7600.0
L000441,S0100,Skid Steers,Komatsu,2012,Poor,2654.0,2500,Northeast,2022-08-25,27,5,7,0,58,
L000442,S0217,Motor Graders,Liebherr,2010,Excellent,3669.0,22100,Midwest,2023-07-19,15,1,1,0,27,
L000443,S0642,Forklifts,Doosan,2018,Good,6184.0,9000,West Coast,2021-08-09,12,1,1,0,42,
L000444,S0351,Compactors,Doosan,2008,Excellent,3597.0,7200,Great Plains,2022-11-01,29,2,3,1,91,7000.0
L000445,S0173,Forklifts,Volvo CE,1998,Good,8026.0,2900,Midwest,2022-11-03,15,0,3,0,157,
L000446,S0145,Motor Graders,JCB,2005,Fair,5355.0,13500,Southwest,2022-02-19,18,2,0,0,81,
L000447,S0183,Forklifts,Terex,2020,Good,4182.0,18200,Southeast,2021-08-08,15,1,0,0,43,
L000448,S0416,Motor Graders,Doosan,2002,Fair,6087.0,13000,Great Plains,2022-03-20,16,1,1,1,3,10200.0
L000449,S0144,Excavators,Komatsu,2019,Fair,4208.0,40400,Southeast,2021-12-22,21,0,3,1,5,32000.0
L000450,S0799,Aerial Work Platforms,Doosan,2013,Good,937.0,4400,West Coast,2023-01-20,13,1,1,1,3,4000.0
L000451,S0075,Excavators,John Deere,2001,Fair,5138.0,10300,Midwest,2022-03-16,9,1,0,1,23,9000.0
L000452,S0724,Excavators,Volvo CE,2022,Excellent,2927.0,86800,West Coast,2023-05-10,17,3,1,1,1,85100.0
L000453,S0385,Backhoes,John Deere,2016,Good,5624.0,15600,West Coast,2023-09-02,21,1,0,0,177,
L000454,S0153,Wheel Loaders,Doosan,2015,Good,4486.0,19900,West Coast,2023-12-11,17,0,1,0,42,
L000455,S0166,Forklifts,Volvo CE,2020,Poor,6084.0,7600,West Coast,2021-07-19,11,2,2,0,3,
L000456,S0446,Motor Graders,Caterpillar,1999,Good,5996.0,17000,Southwest,2022-05-03,9,1,0,0,9,
L000457,S0400,Motor Graders,Terex,2010,Fair,6727.0,11600,West Coast,2023-05-23,16,3,0,0,122,
L000458,S0115,Wheel Loaders,Terex,2013,Fair,3310.0,8100,Midwest,2023-07-06,9,2,1,0,79,
L000459,S0099,Motor Graders,Caterpillar,2019,Fair,7614.0,62100,Midwest,2022-10-12,18,0,5,1,95,50200.0
L000460,S0033,Bulldozers,Doosan,2005,Fair,,9500,Southeast,2021-04-04,9,0,0,1,20,7700.0
L000461,S0530,Compactors,Komatsu,2016,Good,5700.0,15900,Northeast,2021-02-02,12,1,0,1,3,14300.0
L000462,S0415,Cranes,JCB,2000,Fair,5409.0,21600,Great Plains,2022-06-29,14,1,0,1,9,19200.0
L000463,S0597,Backhoes,Caterpillar,2016,Good,3721.0,17400,Southwest,2021-11-03,16,0,0,0,150,
L000464,S0497,Excavators,Liebherr,2014,Good,4538.0,18400,Midwest,2021-08-12,12,2,1,1,17,17000.0
